,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2074.0,4,3
2,2129.0,12,10
3,2293.0,20,16
4,2357.0,26,13
5,2373.0,37,18
6,2514.0,46,26
7,2618.0,53,28
8,2738.0,63,34
9,2870.0,72,35
10,2993.0,75,31
11,3004.0,81,31
12,3018.0,87,30
13,3009.0,90,33
14,3083.0,96,39
15,3118.0,101,38
16,3237.0,102,51
17,3292.0,103,40
18,3202.0,106,32
19,3266.0,108,51
20,3335.0,113,49
21,3459.0,113,51
22,3567.0,115,56
23,3524.0,117,46
24,3595.0,118,55
25,3707.0,122,58
26,3806.0,125,61
27,3790.0,121,49
28,3895.0,118,64
29,3904.0,120,52
30,3873.0,115,49
31,3990.0,115,65
32,4015.0,111,60
33,4118.0,118,65
34,4095.0,121,55
35,4244.0,129,74
36,4244.0,125,57
