,num_infected,cities_infected,num_interactions
0,4000,1,0
1,3690,3,2
2,3339,9,8
3,3038,17,12
4,2732,25,16
5,2394,31,13
6,2219,37,17
7,2004,41,23
8,1789,47,21
9,1531,47,11
10,1438,54,22
11,1275,53,16
12,1224,55,22
13,1070,57,13
14,959,57,13
15,836,54,13
16,721,52,11
17,614,48,8
18,550,42,10
19,474,38,8
20,392,36,5
21,346,31,7
22,301,30,5
23,277,29,6
24,238,28,4
25,202,26,3
26,176,23,4
27,178,23,7
28,168,21,5
29,154,22,4
30,141,25,4
31,136,26,5
32,112,24,2
33,88,21,1
34,69,19,1
35,55,14,1
36,36,10,0
