,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4600,3,2
2,4138,8,8
3,3903,24,23
4,3555,34,21
5,3225,45,24
6,2871,56,23
7,2573,63,32
8,2322,66,27
9,2115,71,31
10,1879,72,24
11,1645,71,23
12,1413,71,14
13,1242,65,20
14,1091,62,15
15,941,62,14
16,882,62,18
17,769,55,13
18,670,54,12
19,598,50,11
20,538,46,11
21,448,42,5
22,402,38,8
23,347,32,7
24,282,29,3
25,238,30,3
26,215,28,5
27,191,27,4
28,178,24,5
29,156,21,3
30,132,21,2
31,130,22,4
32,128,21,4
33,115,22,3
34,101,21,3
35,80,17,1
36,63,15,1
