,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3150.0,3,2
2,3390.0,13,13
3,3497.0,26,20
4,3626.0,33,24
5,3730.0,41,26
6,3782.0,50,27
7,3938.0,64,39
8,4110.0,75,49
9,4153.0,82,34
10,4231.0,88,46
11,4311.0,91,49
12,4366.0,90,48
13,4355.0,90,49
14,4359.0,93,48
15,4260.0,97,39
16,4327.0,107,59
17,4238.0,108,48
18,4347.0,111,62
19,4423.0,111,59
20,4580.0,114,73
21,4658.0,118,62
22,4682.0,120,59
23,4764.0,121,60
24,4855.0,120,70
25,4953.0,120,71
26,5032.0,120,71
27,5116.0,126,79
28,5201.0,124,74
29,5301.0,129,81
30,5505.0,137,93
31,5666.0,140,86
32,5911.0,140,98
33,5847.0,137,70
34,5922.0,140,82
35,5963.0,142,83
36,6098.0,141,88
