,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1184.0,3,2
2,1440.0,3,2
3,1677.0,10,8
4,1890.0,14,6
5,2308.0,24,21
6,2830.0,32,18
7,3551.0,43,29
8,4331.0,49,28
9,5402.0,59,56
10,6416.0,70,49
11,7828.0,83,73
12,9548.0,88,91
13,11523.0,99,104
14,13998.0,113,126
15,16875.0,123,158
16,20275.0,133,177
17,24599.0,145,212
18,29875.0,156,265
19,36259.0,168,304
20,43585.0,180,346
21,53257.0,187,443
22,64724.0,202,517
23,78903.0,215,573
24,96275.0,233,720
25,117744.0,243,787
26,143829.0,252,855
27,175840.0,269,978
28,213308.0,277,1065
29,260221.0,290,1194
30,318094.0,300,1307
31,387050.0,312,1398
32,473226.0,320,1520
33,578977.0,329,1629
34,708308.0,337,1710
35,861050.0,349,1806
36,1053683.0,355,1909
