,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5622.0,3,2
2,6182.0,17,17
3,6691.0,34,30
4,7335.0,45,34
5,7880.0,58,50
6,8616.0,72,59
7,9330.0,82,54
8,10239.0,93,85
9,11076.0,104,89
10,12037.0,113,103
11,13124.0,121,114
12,14475.0,131,135
13,15862.0,141,154
14,17132.0,147,161
15,18389.0,155,160
16,20224.0,164,210
17,21852.0,171,220
18,23792.0,172,251
19,26226.0,173,266
20,28636.0,175,276
21,31156.0,182,306
22,33953.0,185,320
23,36313.0,190,328
24,39510.0,193,382
25,42823.0,201,393
26,46191.0,207,416
27,50291.0,213,464
28,55159.0,225,530
29,59655.0,234,521
30,65156.0,238,603
31,70756.0,242,611
32,77608.0,247,680
33,85326.0,256,708
34,92682.0,269,741
35,101729.0,276,809
36,110682.0,279,811
