,num_infected,cities_infected,num_interactions
0,5000,1,0
1,5104,3,2
2,5444,17,16
3,5610,30,21
4,5800,42,30
5,5951,46,31
6,6191,59,43
7,6484,70,54
8,6651,78,60
9,6814,80,56
10,7008,92,84
11,7192,96,65
12,7254,102,77
13,7381,107,77
14,7484,113,78
15,7798,121,101
16,8016,125,94
17,8351,128,109
18,8400,128,95
19,8675,130,109
20,8694,134,96
21,8840,138,107
22,9040,149,122
23,9175,148,114
24,9485,156,127
25,9782,159,150
26,10010,167,132
27,10256,166,132
28,10299,168,126
29,10563,175,147
30,10846,175,151
31,11062,176,148
32,11442,175,170
33,11713,175,159
34,12110,183,177
35,12433,187,173
36,12879,187,187
