,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4882.0,3,2
2,5814.0,13,13
3,7084.0,32,28
4,8615.0,46,35
5,10774.0,62,55
6,12963.0,81,69
7,15604.0,88,79
8,19183.0,101,111
9,23710.0,118,173
10,29066.0,131,184
11,35348.0,142,209
12,43022.0,156,263
13,52853.0,170,357
14,64476.0,185,418
15,78535.0,195,471
16,95774.0,209,559
17,116484.0,220,648
18,142203.0,232,750
19,173658.0,243,866
20,211402.0,255,956
21,258550.0,264,1093
22,314584.0,276,1194
23,384083.0,286,1336
24,472024.0,296,1456
25,576650.0,315,1558
26,705408.0,329,1678
27,860445.0,335,1791
28,1050393.0,342,1907
29,1282259.0,350,1993
30,1561133.0,363,2030
31,1905177.0,369,2146
32,2327285.0,378,2248
33,2842330.0,385,2312
34,3471865.0,397,2411
35,4244222.0,405,2504
36,5201097.0,418,2565
