,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2103.0,3,2
2,2236.0,8,7
3,2321.0,11,8
4,2373.0,18,12
5,2417.0,25,17
6,2417.0,34,17
7,2582.0,44,26
8,2659.0,54,28
9,2714.0,59,29
10,2847.0,67,34
11,2959.0,71,32
12,2970.0,78,27
13,3002.0,79,37
14,3136.0,86,52
15,3194.0,94,43
16,3201.0,96,39
17,3264.0,101,41
18,3378.0,107,56
19,3447.0,106,51
20,3496.0,110,48
21,3599.0,108,60
22,3569.0,109,41
23,3734.0,109,58
24,3731.0,115,51
25,3679.0,112,47
26,3734.0,115,55
27,3757.0,115,52
28,3905.0,123,68
29,3946.0,123,59
30,3944.0,125,52
31,4058.0,129,66
32,4080.0,126,58
33,4190.0,133,68
34,4093.0,131,44
35,4147.0,134,61
36,4228.0,132,66
