,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1040,3,2
2,1053,5,4
3,1128,13,11
4,1164,19,9
5,1280,30,19
6,1380,37,17
7,1457,47,22
8,1442,48,11
9,1485,52,18
10,1511,55,17
11,1511,57,17
12,1555,57,19
13,1554,59,16
14,1553,61,21
15,1508,59,16
16,1552,59,21
17,1597,63,24
18,1592,65,22
19,1629,69,26
20,1622,69,18
21,1676,70,31
22,1689,74,24
23,1705,75,27
24,1707,75,25
25,1699,76,24
26,1754,77,30
27,1788,77,29
28,1801,80,27
29,1815,82,28
30,1872,83,34
31,1899,87,30
32,1898,88,27
33,1916,87,27
34,1915,88,28
35,1916,88,27
36,1898,87,27
