,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2220.0,4,3
2,2438.0,6,4
3,2609.0,14,13
4,2726.0,18,8
5,3016.0,33,22
6,3210.0,40,18
7,3535.0,48,19
8,3855.0,55,25
9,4121.0,62,33
10,4536.0,69,49
11,4861.0,76,47
12,5272.0,84,57
13,5436.0,88,35
14,5707.0,88,44
15,6005.0,95,52
16,6369.0,101,54
17,6918.0,110,73
18,7679.0,118,88
19,8326.0,123,87
20,9153.0,129,114
21,9907.0,136,127
22,11113.0,140,164
23,12080.0,148,150
24,12838.0,155,128
25,13758.0,160,158
26,14863.0,169,175
27,16009.0,177,182
28,17242.0,181,194
29,18887.0,190,234
30,20573.0,190,245
31,22449.0,199,265
32,24522.0,201,294
33,26540.0,202,300
34,28921.0,207,324
35,30977.0,209,305
36,33511.0,206,342
