,num_infected,cities_infected,num_interactions
0,2000,1,0
1,2035,3,2
2,1919,6,5
3,1827,11,7
4,1796,22,15
5,1727,25,9
6,1688,35,17
7,1658,43,21
8,1529,46,12
9,1503,53,25
10,1449,56,19
11,1346,61,17
12,1275,59,18
13,1220,59,18
14,1103,60,8
15,991,57,9
16,940,57,18
17,905,56,17
18,835,53,9
19,809,54,16
20,732,49,7
21,683,49,11
22,593,46,5
23,516,44,5
24,442,39,3
25,391,35,5
26,354,30,5
27,319,33,4
28,268,29,2
29,228,22,2
30,223,21,5
31,214,20,5
32,196,22,3
33,168,20,2
34,161,19,3
35,140,17,2
36,110,16,0
