,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3208.0,3,2
2,2552.0,11,10
3,2080.0,17,12
4,1618.0,24,11
5,1299.0,31,13
6,1078.0,34,15
7,818.0,34,13
8,608.0,33,8
9,462.0,31,8
10,332.0,26,4
11,226.0,21,1
12,165.0,15,3
13,120.0,11,2
14,94.0,10,3
15,95.0,12,5
16,65.0,11,1
17,46.0,11,1
18,33.0,10,1
19,23.0,9,1
20,17.0,8,1
21,7.0,3,0
22,3.0,2,0
23,1.0,1,0
24,7.0,1,1
25,4.0,1,0
26,2.0,1,0
27,1.0,1,0
28,0.0,0,0
29,0.0,0,0
30,0.0,0,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
