,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,2756.0,3,2
2,2511.0,7,6
3,2284.0,16,15
4,2098.0,24,12
5,1870.0,33,14
6,1658.0,39,12
7,1541.0,42,19
8,1409.0,44,16
9,1235.0,45,11
10,1080.0,46,14
11,1005.0,45,17
12,908.0,49,12
13,803.0,53,13
14,690.0,50,10
15,620.0,41,13
16,555.0,42,10
17,461.0,38,5
18,453.0,41,14
19,405.0,40,9
20,403.0,41,13
21,367.0,40,9
22,306.0,40,4
23,280.0,36,8
24,252.0,35,6
25,219.0,36,5
26,197.0,33,5
27,147.0,29,1
28,111.0,25,1
29,89.0,20,1
30,60.0,15,0
31,39.0,10,0
32,26.0,6,0
33,18.0,5,0
34,18.0,5,1
35,12.0,3,0
36,9.0,3,0
