,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,1986.0,4,3
2,1813.0,4,3
3,1743.0,11,10
4,1766.0,19,12
5,1680.0,26,15
6,1595.0,33,14
7,1552.0,40,16
8,1436.0,43,12
9,1329.0,46,10
10,1260.0,46,14
11,1189.0,48,17
12,1136.0,47,14
13,1078.0,49,15
14,1008.0,50,13
15,897.0,50,7
16,841.0,50,10
17,777.0,50,11
18,707.0,47,10
19,679.0,50,14
20,632.0,46,11
21,579.0,46,9
22,538.0,45,9
23,492.0,46,8
24,424.0,44,4
25,370.0,39,4
26,320.0,37,5
27,302.0,33,7
28,269.0,32,4
29,227.0,27,2
30,201.0,25,3
31,185.0,24,3
32,178.0,23,4
33,165.0,21,3
34,151.0,21,3
35,146.0,20,3
36,121.0,18,1
