,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1087,3,2
2,1149,4,3
3,1325,11,9
4,1513,23,16
5,1716,34,19
6,1890,42,19
7,2059,49,23
8,2126,55,15
9,2259,63,25
10,2492,69,29
11,2652,72,29
12,2909,81,35
13,2981,81,23
14,3251,90,38
15,3525,91,45
16,3895,95,51
17,4107,99,42
18,4288,107,45
19,4622,110,60
20,5043,112,73
21,5355,114,60
22,5714,117,70
23,6222,123,81
24,6639,127,83
25,7094,128,81
26,7667,129,98
27,8466,135,118
28,9187,139,129
29,9835,151,116
30,10684,153,145
31,11443,160,144
32,12433,166,166
33,13789,170,189
34,15132,178,203
35,16368,178,195
36,17788,190,217
