,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4176.0,3,2
2,4420.0,17,18
3,4595.0,32,28
4,4673.0,42,27
5,4870.0,52,30
6,4921.0,57,39
7,5150.0,66,42
8,5342.0,71,52
9,5393.0,79,44
10,5568.0,86,60
11,5613.0,91,58
12,5611.0,97,46
13,5679.0,97,61
14,5883.0,104,65
15,5903.0,105,66
16,6051.0,106,71
17,6212.0,109,78
18,6360.0,117,88
19,6297.0,122,64
20,6452.0,123,96
21,6566.0,131,91
22,6766.0,141,99
23,6883.0,144,92
24,6956.0,146,86
25,7256.0,150,112
26,7556.0,151,113
27,7801.0,154,115
28,8053.0,151,105
29,8111.0,150,105
30,8301.0,156,127
31,8596.0,164,133
32,8762.0,163,127
33,8976.0,162,131
34,8986.0,166,110
35,9212.0,165,134
36,9389.0,168,128
