,num_infected,cities_infected,num_interactions
0,5000,1,0
1,4977,3,2
2,4717,13,13
3,4498,25,19
4,4295,35,24
5,4236,43,21
6,4187,53,32
7,4104,65,36
8,4188,72,43
9,4019,81,39
10,3794,84,37
11,3702,89,49
12,3583,90,37
13,3406,90,42
14,3196,95,33
15,3078,91,42
16,2925,92,43
17,2852,95,42
18,2752,89,39
19,2606,91,37
20,2586,92,46
21,2365,93,26
22,2344,98,46
23,2242,97,38
24,2100,96,33
25,2033,98,37
26,1977,98,35
27,1954,96,39
28,1796,93,26
29,1647,88,24
30,1467,86,14
31,1340,84,19
32,1291,84,25
33,1204,80,20
34,1096,75,14
35,991,73,14
36,875,70,10
