,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1079,3,2
2,1184,8,7
3,1191,14,8
4,1236,21,12
5,1283,26,12
6,1270,27,10
7,1262,30,13
8,1281,34,14
9,1304,41,17
10,1343,44,12
11,1361,43,12
12,1380,46,17
13,1397,51,21
14,1472,57,26
15,1466,60,18
16,1496,62,22
17,1543,67,22
18,1562,67,24
19,1563,67,22
20,1578,70,23
21,1574,70,22
22,1594,68,23
23,1574,67,21
24,1606,66,24
25,1604,68,22
26,1662,70,28
27,1686,72,27
28,1747,77,31
29,1763,81,26
30,1745,83,24
31,1771,83,29
32,1784,85,27
33,1800,90,28
34,1794,91,27
35,1761,92,24
36,1765,90,27
