,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3100.0,3,2
2,3132.0,6,6
3,3260.0,13,12
4,3353.0,21,15
5,3378.0,35,21
6,3526.0,46,26
7,3572.0,58,28
8,3621.0,66,25
9,3648.0,72,36
10,3675.0,76,31
11,3795.0,82,43
12,3910.0,85,41
13,3931.0,88,47
14,3820.0,90,34
15,3837.0,91,39
16,3866.0,96,48
17,3931.0,102,49
18,3982.0,105,45
19,4096.0,108,61
20,4261.0,111,58
21,4267.0,112,49
22,4397.0,114,65
23,4447.0,119,64
24,4558.0,121,63
25,4614.0,124,61
26,4641.0,123,62
27,4791.0,127,78
28,4852.0,124,69
29,5013.0,125,79
30,5140.0,127,74
31,5130.0,133,67
32,5178.0,132,69
33,5278.0,137,77
34,5512.0,141,93
35,5699.0,144,89
36,5780.0,149,82
