,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5378.0,3,2
2,5660.0,10,9
3,6026.0,24,20
4,6594.0,45,38
5,7133.0,53,24
6,7707.0,67,48
7,8346.0,79,53
8,9096.0,86,74
9,9795.0,96,69
10,10631.0,101,88
11,11642.0,109,100
12,12579.0,120,121
13,13574.0,126,119
14,14516.0,129,120
15,15386.0,138,124
16,16822.0,152,165
17,18276.0,156,164
18,20003.0,165,210
19,21445.0,168,202
20,23415.0,170,250
21,25496.0,176,239
22,27487.0,187,274
23,29722.0,192,302
24,31853.0,195,299
25,34680.0,198,346
26,38046.0,202,404
27,41221.0,207,390
28,45046.0,213,434
29,48791.0,222,452
30,53594.0,228,514
31,58326.0,231,539
32,63604.0,233,573
33,68918.0,237,594
34,75310.0,243,674
35,81969.0,248,681
36,89380.0,250,725
