,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4718.0,3,2
2,4583.0,12,12
3,4477.0,23,17
4,4318.0,35,26
5,4295.0,45,27
6,4159.0,52,31
7,4074.0,67,37
8,3896.0,71,33
9,3704.0,81,37
10,3584.0,85,37
11,3477.0,92,45
12,3316.0,90,43
13,3295.0,93,46
14,3150.0,91,38
15,2952.0,88,34
16,2752.0,91,33
17,2645.0,93,41
18,2528.0,94,37
19,2421.0,93,40
20,2225.0,94,27
21,2085.0,91,29
22,1934.0,89,23
23,1763.0,89,22
24,1585.0,85,18
25,1452.0,81,21
26,1352.0,80,22
27,1283.0,78,22
28,1230.0,76,21
29,1207.0,73,25
30,1162.0,75,23
31,1077.0,74,18
32,1010.0,77,17
33,938.0,74,16
34,848.0,73,13
35,806.0,79,17
36,743.0,67,14
