,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,6031.0,3,2
2,7578.0,18,18
3,9214.0,31,28
4,11414.0,49,43
5,13909.0,75,71
6,16587.0,84,73
7,19922.0,98,105
8,23847.0,111,127
9,28894.0,123,154
10,35174.0,132,203
11,42672.0,149,254
12,51968.0,164,322
13,63577.0,175,387
14,77029.0,186,423
15,93913.0,203,534
16,114730.0,216,620
17,140133.0,231,712
18,171007.0,244,812
19,209212.0,257,960
20,254890.0,271,1050
21,309383.0,280,1149
22,376733.0,294,1311
23,460082.0,305,1403
24,562394.0,312,1559
25,687439.0,326,1628
26,838533.0,337,1750
27,1022404.0,343,1830
28,1247484.0,358,1924
29,1522736.0,372,2033
30,1860798.0,378,2136
31,2268833.0,385,2240
32,2776337.0,391,2311
33,3398138.0,397,2380
34,4147919.0,408,2469
35,5064782.0,412,2532
36,6185901.0,421,2647
