,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,11,92
1,0,366,212,7,47
2,1,212,512,1,8
3,1,366,396,5,38
4,1,366,212,10,87
5,1,396,158,1,7
6,1,396,255,1,7
7,1,396,276,1,9
8,2,212,453,1,7
9,2,366,396,1,8
10,2,366,212,7,62
11,2,396,563,1,7
12,2,396,178,1,7
13,3,212,103,1,7
14,3,212,627,1,9
15,3,212,255,1,5
16,3,212,495,1,10
17,3,366,396,2,18
18,3,366,212,5,33
19,3,396,544,1,10
20,4,212,616,1,8
21,4,212,407,1,8
22,4,366,396,5,44
23,4,366,212,6,65
24,4,453,212,1,9
25,4,495,278,1,9
26,5,212,627,1,9
27,5,212,178,1,9
28,5,212,407,1,7
29,5,212,495,1,8
30,5,366,396,3,31
31,5,366,212,5,42
32,5,396,512,1,9
33,5,396,255,1,8
34,5,396,276,2,15
35,5,495,382,1,8
36,6,212,349,1,7
37,6,212,412,1,8
38,6,212,453,1,9
39,6,212,495,1,7
40,6,366,396,1,10
41,6,366,212,4,33
42,6,396,619,1,7
43,6,396,276,1,10
44,6,544,425,1,10
45,7,212,255,1,8
46,7,212,302,1,9
47,7,212,349,1,8
48,7,255,384,1,7
49,7,349,212,1,8
50,7,366,212,3,27
51,7,396,158,1,6
52,7,396,495,1,9
53,8,212,255,1,10
54,8,212,585,1,10
55,8,212,495,1,5
56,8,276,286,1,7
57,8,302,560,1,8
58,8,366,212,2,17
59,8,396,276,1,8
60,8,396,302,1,9
61,8,407,212,1,5
62,9,212,24,1,8
63,9,212,158,1,7
64,9,212,302,1,9
65,9,276,70,1,6
66,9,302,212,1,8
67,9,366,396,2,16
68,9,407,623,1,10
69,9,495,212,1,8
70,10,158,278,1,7
71,10,366,396,3,22
72,10,396,558,1,6
73,10,396,308,1,8
74,10,407,212,1,10
75,10,425,93,1,9
76,10,623,471,1,9
77,11,212,407,1,11
78,11,366,212,2,15
79,11,396,145,1,9
80,11,396,345,1,9
81,11,407,70,1,6
82,11,495,335,1,11
83,12,145,501,1,5
84,12,349,501,1,7
85,12,366,396,1,6
86,12,366,212,2,22
87,12,623,494,1,7
88,13,212,14,1,10
89,13,212,627,1,7
90,13,396,598,1,7
91,13,501,545,1,10
92,14,212,565,1,9
93,14,335,492,1,7
94,14,366,396,1,10
95,14,366,212,2,17
96,14,396,276,1,9
97,15,212,528,1,10
98,15,212,152,1,8
99,15,366,212,1,8
100,15,396,302,1,9
101,15,565,623,1,7
102,15,598,212,1,8
103,16,212,627,1,7
104,16,212,412,1,8
105,16,366,396,1,9
106,16,396,614,1,6
107,16,396,255,1,9
108,16,528,54,1,5
109,17,212,616,1,8
110,17,212,370,1,9
111,17,212,405,1,6
112,17,302,560,1,7
113,17,366,212,1,9
114,17,396,238,1,6
115,18,366,396,3,19
116,19,212,545,1,8
117,19,396,512,1,10
118,20,212,544,1,7
119,20,212,407,1,9
120,20,396,512,1,9
121,20,396,276,1,8
122,21,212,255,1,9
123,21,366,396,1,6
124,22,212,117,1,8
125,22,396,614,1,8
126,22,396,276,1,10
127,22,396,414,1,7
128,23,212,345,1,9
129,23,276,286,1,7
130,23,276,212,1,8
131,23,366,212,1,10
132,23,405,212,1,6
133,23,614,212,1,10
134,24,117,501,1,9
135,24,212,145,1,8
136,24,212,453,1,7
137,24,345,212,1,8
138,24,366,396,1,6
139,25,396,255,1,8
140,25,501,519,1,8
141,27,396,512,1,9
142,28,117,501,1,7
143,32,276,396,1,9
144,32,512,278,1,6
145,33,278,84,1,7
146,33,278,371,1,8
147,33,396,145,1,8
148,33,512,141,1,10
149,35,145,381,1,8
