,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1094,3,2
2,1062,4,3
3,1077,9,7
4,1082,12,6
5,1088,16,7
6,1088,20,8
7,1072,23,7
8,1074,28,8
9,1079,32,11
10,1114,37,16
11,1156,42,18
12,1221,49,19
13,1168,51,11
14,1196,54,17
15,1233,56,19
16,1239,59,18
17,1207,64,15
18,1129,63,9
19,1121,65,16
20,1089,66,13
21,1112,67,17
22,1109,67,14
23,1116,67,17
24,1107,66,17
25,1087,63,16
26,1056,65,13
27,1050,66,13
28,1091,70,20
29,1067,70,15
30,1100,73,19
31,1152,80,24
32,1149,75,16
33,1200,77,23
34,1233,78,23
35,1209,75,16
36,1192,78,17
