,num_infected,cities_infected,num_interactions
0,5000,1,0
1,5033,3,2
2,4967,16,16
3,4818,34,24
4,4595,42,22
5,4377,47,30
6,4268,54,38
7,4133,62,34
8,3904,72,34
9,3791,78,39
10,3647,84,46
11,3561,91,45
12,3517,96,43
13,3338,101,50
14,3233,102,48
15,2996,100,35
16,2833,98,35
17,2691,95,39
18,2530,91,37
19,2368,91,33
20,2230,87,29
21,2177,86,39
22,2110,86,35
23,1977,88,29
24,1918,84,34
25,1887,87,38
26,1759,83,25
27,1644,80,25
28,1593,79,29
29,1498,79,24
30,1441,83,29
31,1429,84,33
32,1348,82,23
33,1206,77,13
34,1160,76,23
35,1070,73,17
36,950,66,11
