,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1188.0,3,2
2,1419.0,5,4
3,1783.0,12,9
4,2095.0,17,9
5,2622.0,23,20
6,3181.0,31,17
7,3853.0,38,21
8,4734.0,50,36
9,5779.0,67,56
10,6998.0,76,55
11,8533.0,88,72
12,10425.0,100,100
13,12715.0,109,118
14,15602.0,118,141
15,18905.0,136,171
16,22864.0,138,198
17,27669.0,150,239
18,33552.0,164,293
19,40887.0,173,366
20,49731.0,187,399
21,60369.0,203,471
22,73471.0,214,542
23,89962.0,223,662
24,109544.0,234,716
25,133567.0,247,817
26,163044.0,258,940
27,198910.0,269,1047
28,242347.0,280,1149
29,294657.0,296,1259
30,359531.0,304,1354
31,438614.0,315,1492
32,534748.0,323,1603
33,654413.0,327,1709
34,796127.0,335,1766
35,970089.0,341,1877
36,1186973.0,351,1992
