,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3128.0,3,2
2,3202.0,9,9
3,3292.0,20,17
4,3292.0,27,11
5,3417.0,36,22
6,3526.0,49,23
7,3670.0,57,33
8,3839.0,72,46
9,3861.0,75,36
10,3817.0,82,32
11,3984.0,82,49
12,3874.0,87,28
13,4092.0,90,56
14,4191.0,93,51
15,4354.0,100,66
16,4537.0,106,64
17,4591.0,106,60
18,4636.0,112,62
19,4665.0,115,63
20,4725.0,121,61
21,4781.0,129,64
22,4913.0,131,67
23,4977.0,131,69
24,5134.0,131,84
25,5299.0,133,83
26,5276.0,130,66
27,5291.0,133,67
28,5351.0,136,76
29,5462.0,140,84
30,5572.0,137,83
31,5590.0,135,76
32,5551.0,137,70
33,5771.0,142,97
34,5940.0,145,89
35,6045.0,145,86
36,6071.0,144,81
