,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2422.0,3,2
2,2932.0,9,8
3,3556.0,18,14
4,4365.0,30,23
5,5415.0,44,33
6,6341.0,50,31
7,7904.0,63,60
8,9614.0,71,75
9,11680.0,85,81
10,14375.0,98,110
11,17559.0,107,137
12,21034.0,124,159
13,25486.0,138,203
14,31104.0,147,259
15,37626.0,164,289
16,46250.0,180,380
17,55550.0,195,397
18,67322.0,209,483
19,82365.0,218,587
20,99950.0,230,648
21,122238.0,240,774
22,148737.0,251,829
23,181605.0,260,972
24,221904.0,279,1078
25,269762.0,283,1161
26,330996.0,292,1330
27,403407.0,303,1408
28,492996.0,313,1521
29,603197.0,321,1667
30,737935.0,331,1745
31,901586.0,347,1823
32,1100541.0,356,1904
33,1347385.0,361,2020
34,1646452.0,369,2103
35,2010044.0,378,2195
36,2460107.0,383,2263
