,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4355.0,4,3
2,3640.0,16,16
3,3058.0,23,16
4,2664.0,33,19
5,2229.0,39,16
6,1895.0,45,19
7,1531.0,48,14
8,1272.0,51,17
9,1077.0,54,18
10,862.0,52,8
11,705.0,49,10
12,580.0,43,11
13,507.0,38,9
14,415.0,31,8
15,367.0,28,10
16,310.0,29,7
17,257.0,26,4
18,209.0,24,4
19,166.0,25,3
20,136.0,24,3
21,106.0,19,2
22,77.0,14,1
23,59.0,12,1
24,38.0,9,0
25,24.0,7,0
26,16.0,6,0
27,10.0,5,0
28,5.0,4,0
29,1.0,1,0
30,0.0,0,0
31,0.0,0,0
32,0.0,0,0
33,0.0,0,0
34,0.0,0,0
35,0.0,0,0
36,0.0,0,0
