,num_infected,cities_infected,num_interactions
0,3000,1,0
1,3115,3,2
2,3368,12,11
3,3659,21,13
4,4134,30,20
5,4515,43,25
6,5041,58,36
7,5543,67,42
8,5991,83,45
9,6511,94,63
10,7107,99,63
11,7696,105,68
12,8478,113,86
13,9001,124,72
14,9852,128,102
15,10749,133,121
16,11648,141,131
17,12523,145,131
18,13607,150,150
19,14571,156,148
20,15859,162,180
21,17352,168,188
22,18987,172,230
23,20420,178,215
24,22358,183,258
25,24172,189,271
26,26404,186,306
27,28451,189,296
28,30895,193,326
29,33811,204,346
30,36832,212,374
31,39873,214,384
32,43107,222,422
33,47110,231,478
34,51470,239,506
35,55714,240,512
36,60507,244,576
