,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,2984.0,3,2
2,2855.0,10,9
3,2689.0,13,7
4,2684.0,19,14
5,2523.0,30,18
6,2475.0,39,25
7,2398.0,44,14
8,2408.0,54,27
9,2319.0,59,26
10,2226.0,63,28
11,2109.0,67,24
12,2097.0,70,33
13,1966.0,67,27
14,1873.0,70,26
15,1775.0,66,21
16,1663.0,61,23
17,1520.0,62,17
18,1520.0,67,32
19,1498.0,67,25
20,1365.0,67,16
21,1299.0,73,19
22,1228.0,71,19
23,1104.0,71,12
24,1057.0,68,22
25,946.0,70,11
26,869.0,71,14
27,742.0,64,5
28,661.0,64,9
29,613.0,62,12
30,518.0,60,4
31,496.0,50,11
32,448.0,43,7
33,495.0,42,17
34,470.0,40,9
35,432.0,38,7
36,375.0,38,3
