,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2144.0,3,2
2,2370.0,10,9
3,2687.0,19,14
4,3027.0,33,19
5,3336.0,45,26
6,3614.0,58,28
7,3874.0,64,25
8,4098.0,72,34
9,4421.0,77,33
10,4779.0,83,48
11,5197.0,87,49
12,5727.0,93,72
13,6251.0,102,63
14,6664.0,109,71
15,7303.0,115,84
16,7720.0,123,82
17,8391.0,129,100
18,9104.0,130,98
19,9884.0,133,121
20,10978.0,141,149
21,11960.0,148,148
22,12911.0,157,142
23,14023.0,156,167
24,15070.0,163,169
25,16536.0,167,211
26,18156.0,172,224
27,20096.0,182,249
28,21822.0,184,253
29,23565.0,186,257
30,25747.0,182,311
31,27845.0,186,312
32,30262.0,191,313
33,32642.0,199,353
34,35275.0,209,367
35,38192.0,214,390
36,42013.0,219,457
