,time,departure_city,arrival_city,departing_infected,arriving_infected
0,0,366,396,13,129.0
1,0,366,212,15,115.0
2,1,212,255,1,6.0
3,1,366,396,14,140.0
4,1,366,212,15,141.0
5,1,396,5,1,9.0
6,1,396,84,1,8.0
7,1,396,598,1,9.0
8,1,396,103,1,10.0
9,1,396,238,1,9.0
10,1,396,276,1,9.0
11,2,212,124,1,8.0
12,2,212,302,1,9.0
13,2,212,405,1,9.0
14,2,212,412,1,9.0
15,2,366,396,15,184.0
16,2,366,212,18,144.0
17,2,396,5,1,9.0
18,2,396,93,1,7.0
19,2,396,619,2,15.0
20,2,396,145,1,11.0
21,2,396,238,1,9.0
22,2,396,255,1,9.0
23,2,396,308,1,12.0
24,2,396,495,2,15.0
25,3,93,254,1,11.0
26,3,212,616,1,9.0
27,3,212,124,1,11.0
28,3,212,152,1,9.0
29,3,212,163,1,9.0
30,3,212,255,1,12.0
31,3,212,349,1,6.0
32,3,212,380,1,8.0
33,3,212,395,1,9.0
34,3,212,472,1,11.0
35,3,212,487,1,8.0
36,3,366,396,14,135.0
37,3,366,212,20,198.0
38,3,396,544,1,9.0
39,3,396,82,1,7.0
40,3,396,627,1,10.0
41,3,396,238,1,8.0
42,3,396,370,1,11.0
43,3,396,374,1,10.0
44,4,5,623,1,9.0
45,4,163,13,1,10.0
46,4,212,16,1,9.0
47,4,212,544,1,9.0
48,4,212,42,1,9.0
49,4,212,619,1,7.0
50,4,212,627,2,21.0
51,4,212,145,1,11.0
52,4,212,255,5,52.0
53,4,212,279,1,12.0
54,4,212,395,1,9.0
55,4,212,453,1,11.0
56,4,212,505,1,9.0
57,4,255,396,1,8.0
58,4,302,278,1,6.0
59,4,366,396,13,120.0
60,4,366,212,9,98.0
61,4,396,519,1,7.0
62,4,396,544,1,10.0
63,4,396,558,1,8.0
64,4,396,614,1,11.0
65,4,396,103,1,7.0
66,4,396,619,1,8.0
67,4,396,276,1,8.0
68,4,396,288,1,9.0
69,4,627,212,1,11.0
70,5,5,396,1,10.0
71,5,16,70,1,10.0
72,5,212,14,1,8.0
73,5,212,544,1,9.0
74,5,212,545,2,18.0
75,5,212,76,1,9.0
76,5,212,232,1,8.0
77,5,212,238,3,32.0
78,5,212,255,1,10.0
79,5,212,273,1,8.0
80,5,212,302,1,8.0
81,5,212,585,1,9.0
82,5,255,555,1,9.0
83,5,276,286,1,10.0
84,5,366,396,11,102.0
85,5,366,212,9,75.0
86,5,374,623,1,8.0
87,5,396,519,1,11.0
88,5,396,12,1,8.0
89,5,396,528,1,9.0
90,5,396,558,1,8.0
91,5,396,563,1,9.0
92,5,396,145,1,9.0
93,5,396,255,4,41.0
94,5,396,276,1,10.0
95,5,412,560,1,10.0
96,5,453,212,1,9.0
97,5,616,623,1,10.0
98,6,212,627,1,11.0
99,6,212,255,1,9.0
100,6,212,453,1,11.0
101,6,255,384,1,8.0
102,6,255,278,1,10.0
103,6,273,70,1,11.0
104,6,273,13,1,12.0
105,6,366,396,12,93.0
106,6,366,212,16,146.0
107,6,366,501,1,2.0
108,6,370,212,1,10.0
109,6,396,5,2,15.0
110,6,396,544,1,9.0
111,6,396,558,1,11.0
112,6,396,614,1,8.0
113,6,396,627,2,14.0
114,6,396,145,3,25.0
115,6,396,178,1,10.0
116,6,396,214,1,9.0
117,6,396,238,1,11.0
118,6,396,255,1,8.0
119,6,412,501,1,9.0
120,6,453,382,1,9.0
121,6,585,212,1,11.0
122,6,623,359,1,10.0
123,7,13,8,1,8.0
124,7,13,42,1,8.0
125,7,70,453,1,10.0
126,7,145,382,1,11.0
127,7,212,8,1,10.0
128,7,212,545,1,10.0
129,7,212,565,1,9.0
130,7,212,627,3,24.0
131,7,212,145,1,9.0
132,7,212,231,1,8.0
133,7,212,238,1,9.0
134,7,212,255,1,8.0
135,7,212,302,1,8.0
136,7,212,405,1,12.0
137,7,212,487,1,9.0
138,7,212,495,1,11.0
139,7,238,88,1,9.0
140,7,238,623,1,8.0
141,7,238,326,1,10.0
142,7,288,13,1,11.0
143,7,359,623,1,9.0
144,7,366,396,10,91.0
145,7,366,212,8,47.0
146,7,396,512,1,7.0
147,7,396,160,1,7.0
148,7,396,238,1,8.0
149,7,396,255,2,22.0
150,7,396,273,2,21.0
151,7,396,308,1,9.0
152,7,396,345,1,8.0
153,7,396,374,1,7.0
154,7,505,70,1,8.0
155,7,528,623,1,10.0
156,7,555,238,1,8.0
157,8,5,623,1,8.0
158,8,12,501,1,8.0
159,8,178,278,1,8.0
160,8,212,8,1,8.0
161,8,212,24,2,17.0
162,8,212,627,1,9.0
163,8,212,158,1,9.0
164,8,212,255,3,30.0
165,8,212,330,1,11.0
166,8,212,414,1,10.0
167,8,212,505,1,9.0
168,8,255,286,1,10.0
169,8,255,382,1,7.0
170,8,273,212,1,8.0
171,8,276,623,1,10.0
172,8,278,495,1,8.0
173,8,288,501,1,7.0
174,8,366,396,11,106.0
175,8,366,212,12,113.0
176,8,396,558,1,9.0
177,8,396,563,1,10.0
178,8,396,145,2,16.0
179,8,396,255,3,20.0
180,8,396,276,4,42.0
181,8,396,414,1,10.0
182,8,405,212,1,9.0
183,8,487,212,1,10.0
184,8,501,238,1,8.0
185,8,555,289,1,11.0
186,8,558,212,1,11.0
187,8,558,501,1,10.0
188,8,623,24,1,8.0
189,8,627,384,1,10.0
190,9,42,164,1,11.0
191,9,70,82,1,9.0
192,9,70,84,1,9.0
193,9,103,396,1,9.0
194,9,158,278,1,9.0
195,9,212,8,1,7.0
196,9,212,12,1,8.0
197,9,212,63,1,10.0
198,9,212,619,2,14.0
199,9,212,622,1,7.0
200,9,212,178,2,23.0
201,9,212,214,1,10.0
202,9,212,273,1,8.0
203,9,212,276,1,10.0
204,9,212,302,1,6.0
205,9,212,405,1,8.0
206,9,212,415,1,12.0
207,9,212,453,2,18.0
208,9,212,495,1,7.0
209,9,212,505,1,9.0
210,9,231,212,1,8.0
211,9,238,425,1,9.0
212,9,255,560,1,9.0
213,9,255,68,1,6.0
214,9,255,70,1,8.0
215,9,276,212,1,8.0
216,9,366,396,13,98.0
217,9,366,212,6,64.0
218,9,380,212,1,8.0
219,9,382,627,1,9.0
220,9,396,5,1,9.0
221,9,396,38,1,9.0
222,9,396,558,2,15.0
223,9,396,627,1,8.0
224,9,396,255,3,28.0
225,9,396,276,1,7.0
226,9,396,308,1,11.0
227,9,396,370,3,25.0
228,9,396,414,1,10.0
229,9,396,495,3,25.0
230,9,405,212,1,6.0
231,9,453,13,1,8.0
232,9,453,623,1,9.0
233,9,544,326,1,9.0
234,9,558,70,1,7.0
235,9,558,286,1,7.0
236,9,623,200,1,8.0
237,9,627,13,1,7.0
238,10,24,278,2,23.0
239,10,70,238,1,9.0
240,10,145,381,1,6.0
241,10,212,24,1,11.0
242,10,212,582,1,12.0
243,10,212,232,1,8.0
244,10,212,255,2,13.0
245,10,212,366,1,9.0
246,10,212,405,1,9.0
247,10,238,278,1,10.0
248,10,238,326,1,7.0
249,10,255,212,1,9.0
250,10,276,396,1,8.0
251,10,276,560,1,6.0
252,10,276,54,1,11.0
253,10,276,212,1,10.0
254,10,278,528,1,8.0
255,10,278,24,1,10.0
256,10,278,81,1,7.0
257,10,366,396,15,147.0
258,10,366,212,9,98.0
259,10,374,212,1,9.0
260,10,396,512,1,9.0
261,10,396,516,1,9.0
262,10,396,24,1,12.0
263,10,396,544,1,6.0
264,10,396,103,1,6.0
265,10,396,627,3,24.0
266,10,396,145,1,13.0
267,10,396,158,1,8.0
268,10,396,178,1,10.0
269,10,396,238,2,19.0
270,10,396,273,1,9.0
271,10,396,276,2,18.0
272,10,396,308,1,12.0
273,10,396,414,1,9.0
274,10,396,495,1,10.0
275,10,453,212,1,10.0
276,10,505,70,1,9.0
277,10,505,13,1,10.0
278,10,558,13,1,9.0
279,10,558,501,1,7.0
280,10,560,302,1,8.0
281,10,560,255,1,10.0
282,10,623,359,1,9.0
283,10,627,286,1,11.0
284,10,627,560,1,9.0
285,10,627,212,1,9.0
286,10,627,381,1,7.0
287,11,5,212,1,7.0
288,11,12,501,1,11.0
289,11,13,124,1,10.0
290,11,13,180,1,10.0
291,11,13,238,1,10.0
292,11,13,288,1,12.0
293,11,16,212,1,9.0
294,11,38,396,1,7.0
295,11,42,13,1,11.0
296,11,82,70,1,9.0
297,11,103,212,1,7.0
298,11,124,381,1,8.0
299,11,178,560,1,9.0
300,11,200,623,1,8.0
301,11,212,8,1,9.0
302,11,212,24,1,9.0
303,11,212,545,1,9.0
304,11,212,582,1,7.0
305,11,212,627,1,10.0
306,11,212,160,1,7.0
307,11,212,238,2,17.0
308,11,212,255,1,11.0
309,11,212,273,1,7.0
310,11,212,323,1,9.0
311,11,212,349,1,11.0
312,11,212,374,1,11.0
313,11,212,405,1,9.0
314,11,212,453,1,9.0
315,11,212,487,1,12.0
316,11,238,13,2,21.0
317,11,238,88,1,10.0
318,11,238,477,1,9.0
319,11,254,519,1,7.0
320,11,255,623,1,10.0
321,11,273,212,1,13.0
322,11,276,278,1,9.0
323,11,276,448,1,10.0
324,11,276,212,1,10.0
325,11,278,42,1,7.0
326,11,278,484,1,9.0
327,11,286,349,1,9.0
328,11,308,254,1,11.0
329,11,326,619,1,11.0
330,11,366,396,8,94.0
331,11,366,212,3,30.0
332,11,370,212,1,11.0
333,11,396,516,1,8.0
334,11,396,519,1,10.0
335,11,396,558,1,8.0
336,11,396,598,1,7.0
337,11,396,627,2,15.0
338,11,396,145,2,19.0
339,11,396,238,2,15.0
340,11,396,255,5,34.0
341,11,396,273,1,10.0
342,11,396,276,2,17.0
343,11,396,414,2,16.0
344,11,396,489,1,11.0
345,11,396,495,1,10.0
346,11,414,212,1,10.0
347,11,414,396,1,8.0
348,11,453,13,1,9.0
349,11,453,212,2,19.0
350,11,453,382,1,8.0
351,11,495,560,1,7.0
352,11,501,627,1,11.0
353,11,505,70,1,9.0
354,11,505,501,1,6.0
355,11,519,13,1,8.0
356,11,544,396,1,12.0
357,11,565,425,1,7.0
358,11,627,70,1,8.0
359,12,5,382,2,15.0
360,12,13,449,1,9.0
361,12,24,609,1,10.0
362,12,63,70,1,10.0
363,12,70,545,1,8.0
364,12,88,385,1,10.0
365,12,212,24,1,7.0
366,12,212,63,1,9.0
367,12,212,627,1,10.0
368,12,212,173,1,9.0
369,12,212,178,1,10.0
370,12,212,238,1,9.0
371,12,212,255,1,11.0
372,12,212,302,1,10.0
373,12,212,345,1,9.0
374,12,212,378,1,6.0
375,12,212,388,1,6.0
376,12,212,585,1,11.0
377,12,212,449,1,7.0
378,12,212,495,2,20.0
379,12,212,505,2,22.0
380,12,232,212,1,9.0
381,12,238,212,1,7.0
382,12,238,278,2,16.0
383,12,255,396,1,10.0
384,12,255,560,1,8.0
385,12,255,70,1,11.0
386,12,255,326,1,10.0
387,12,276,396,1,8.0
388,12,276,560,1,9.0
389,12,276,382,1,8.0
390,12,278,123,1,9.0
391,12,278,318,1,12.0
392,12,323,425,1,9.0
393,12,366,396,4,46.0
394,12,366,212,14,134.0
395,12,370,286,1,10.0
396,12,396,516,1,7.0
397,12,396,5,1,9.0
398,12,396,519,1,10.0
399,12,396,563,3,38.0
400,12,396,614,1,10.0
401,12,396,145,1,12.0
402,12,396,158,1,8.0
403,12,396,214,1,10.0
404,12,396,255,4,45.0
405,12,396,273,1,9.0
406,12,396,276,2,21.0
407,12,396,453,1,9.0
408,12,396,495,3,31.0
409,12,414,212,1,9.0
410,12,425,539,1,10.0
411,12,495,141,1,10.0
412,12,495,626,1,9.0
413,12,495,382,1,9.0
414,12,505,70,1,7.0
415,12,545,212,1,7.0
416,12,558,212,1,10.0
417,12,560,238,1,10.0
418,12,560,495,1,8.0
419,12,614,212,1,8.0
420,12,623,407,1,12.0
421,12,627,212,1,11.0
422,13,8,212,1,10.0
423,13,54,283,1,9.0
424,13,70,619,1,8.0
425,13,145,141,1,9.0
426,13,212,24,1,8.0
427,13,212,544,1,10.0
428,13,212,598,1,7.0
429,13,212,619,1,12.0
430,13,212,128,1,11.0
431,13,212,152,4,24.0
432,13,212,158,1,9.0
433,13,212,160,1,9.0
434,13,212,232,1,10.0
435,13,212,255,1,10.0
436,13,212,276,2,19.0
437,13,212,302,1,8.0
438,13,212,374,1,10.0
439,13,212,376,1,12.0
440,13,212,585,2,21.0
441,13,212,487,1,8.0
442,13,238,54,1,7.0
443,13,238,286,1,6.0
444,13,238,404,1,12.0
445,13,255,278,1,13.0
446,13,255,623,1,9.0
447,13,273,212,1,10.0
448,13,276,54,1,8.0
449,13,278,42,1,10.0
450,13,286,405,1,11.0
451,13,288,13,1,8.0
452,13,308,396,1,7.0
453,13,318,70,1,10.0
454,13,366,396,5,42.0
455,13,366,212,6,57.0
456,13,370,212,1,8.0
457,13,370,278,1,11.0
458,13,381,301,1,10.0
459,13,382,556,1,7.0
460,13,396,544,1,9.0
461,13,396,38,1,10.0
462,13,396,563,1,11.0
463,13,396,614,1,10.0
464,13,396,103,1,10.0
465,13,396,145,1,8.0
466,13,396,214,1,10.0
467,13,396,255,1,7.0
468,13,396,276,3,29.0
469,13,396,308,1,8.0
470,13,396,495,1,10.0
471,13,405,212,1,11.0
472,13,425,528,1,8.0
473,13,453,382,1,8.0
