,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2458.0,3,2
2,2975.0,12,11
3,3642.0,21,14
4,4462.0,34,27
5,5594.0,54,46
6,6611.0,67,36
7,7994.0,79,54
8,9701.0,90,73
9,11815.0,95,83
10,14374.0,107,104
11,17175.0,115,128
12,21115.0,128,176
13,25784.0,139,222
14,31648.0,155,256
15,38387.0,171,297
16,46836.0,180,359
17,57180.0,190,429
18,70019.0,203,509
19,85458.0,211,595
20,103442.0,219,651
21,126840.0,233,802
22,154886.0,241,853
23,189370.0,256,975
24,230709.0,266,1083
25,281061.0,273,1188
26,343105.0,279,1288
27,420174.0,293,1448
28,513366.0,303,1541
29,629839.0,313,1644
30,771646.0,325,1777
31,941784.0,333,1831
32,1149960.0,344,1920
33,1407735.0,355,1998
34,1720580.0,361,2123
35,2103120.0,367,2224
36,2569649.0,378,2252
