,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1124,3,2
2,1198,3,2
3,1282,8,7
4,1384,16,12
5,1468,20,9
6,1631,29,17
7,1747,36,13
8,2039,42,28
9,2155,47,20
10,2307,52,19
11,2544,65,34
12,2682,73,28
13,2897,77,34
14,3139,85,41
15,3308,89,34
16,3577,97,49
17,3887,102,56
18,4168,100,53
19,4532,102,58
20,4803,102,49
21,5146,108,61
22,5575,110,75
23,6008,114,76
24,6542,121,92
25,7133,126,94
26,7692,132,104
27,8339,132,110
28,9122,139,123
29,10049,145,137
30,10898,151,146
31,11795,158,158
32,12701,161,158
33,13829,165,180
34,14986,171,188
35,16275,176,201
36,17636,181,221
