,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,1737.0,3,2
2,1567.0,6,5
3,1408.0,11,8
4,1256.0,16,8
5,1172.0,21,8
6,1088.0,30,14
7,1025.0,36,11
8,882.0,33,7
9,755.0,32,8
10,660.0,33,9
11,599.0,32,11
12,525.0,33,9
13,504.0,37,14
14,428.0,35,6
15,385.0,33,8
16,325.0,34,5
17,284.0,33,6
18,263.0,33,6
19,221.0,28,3
20,189.0,27,4
21,151.0,27,2
22,129.0,24,3
23,91.0,18,0
24,79.0,15,2
25,80.0,12,3
26,83.0,13,3
27,80.0,14,2
28,68.0,15,2
29,46.0,13,0
30,56.0,12,4
31,39.0,11,0
32,26.0,10,0
33,16.0,7,0
34,16.0,6,1
35,9.0,4,0
36,5.0,2,0
