,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4567.0,3,2
2,4183.0,11,10
3,3814.0,22,17
4,3473.0,35,22
5,3113.0,42,21
6,2780.0,50,24
7,2458.0,54,24
8,2303.0,58,22
9,2022.0,63,23
10,1893.0,65,28
11,1741.0,64,26
12,1556.0,63,18
13,1373.0,61,22
14,1179.0,56,15
15,1044.0,57,15
16,964.0,53,21
17,827.0,57,11
18,735.0,59,12
19,648.0,52,13
20,550.0,50,7
21,444.0,48,3
22,358.0,42,4
23,296.0,39,4
24,279.0,34,8
25,250.0,34,6
26,221.0,29,6
27,190.0,27,3
28,157.0,26,3
29,153.0,25,5
30,120.0,22,1
31,117.0,19,5
32,95.0,19,2
33,66.0,16,0
34,51.0,11,1
35,36.0,11,0
36,23.0,7,0
