,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3624.0,4,3
2,3400.0,15,14
3,3110.0,27,16
4,2879.0,37,17
5,2619.0,44,30
6,2461.0,50,21
7,2244.0,58,22
8,2004.0,59,17
9,1873.0,63,25
10,1696.0,63,25
11,1582.0,70,27
12,1301.0,67,10
13,1170.0,67,17
14,1063.0,61,14
15,947.0,58,16
16,837.0,54,16
17,740.0,54,12
18,671.0,54,14
19,597.0,53,11
20,521.0,48,7
21,464.0,44,8
22,374.0,36,3
23,306.0,35,3
24,228.0,30,0
25,219.0,28,7
26,196.0,23,5
27,159.0,17,2
28,127.0,14,1
29,103.0,13,1
30,76.0,12,0
31,80.0,13,3
32,57.0,11,0
33,47.0,10,1
34,40.0,8,1
35,28.0,8,0
36,19.0,8,0
