,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4475.0,3,2
2,4919.0,14,14
3,5354.0,27,22
4,5776.0,43,28
5,6420.0,54,40
6,7038.0,69,50
7,7899.0,83,75
8,8359.0,91,57
9,9051.0,98,69
10,9858.0,111,86
11,10859.0,116,110
12,11838.0,123,123
13,12821.0,129,118
14,13951.0,133,144
15,15001.0,144,151
16,15982.0,150,140
17,17276.0,160,182
18,18747.0,165,181
19,20459.0,171,224
20,22228.0,174,236
21,24113.0,182,250
22,26436.0,185,280
23,28586.0,186,283
24,30927.0,191,310
25,34155.0,201,398
26,36881.0,204,355
27,39755.0,202,382
28,43412.0,213,422
29,47135.0,216,459
30,51012.0,225,478
31,55900.0,229,558
32,60721.0,238,566
33,66020.0,241,588
34,71525.0,246,619
35,77511.0,250,673
36,84838.0,259,755
