,num_infected,cities_infected,num_interactions
0,2000,1,0
1,1931,3,2
2,2011,7,6
3,1875,11,6
4,1778,17,10
5,1668,24,14
6,1591,27,9
7,1487,30,10
8,1415,36,14
9,1310,39,12
10,1289,42,18
11,1278,47,19
12,1209,49,19
13,1090,51,8
14,1033,48,16
15,947,49,12
16,826,46,6
17,795,44,13
18,791,47,16
19,766,51,14
20,720,49,13
21,643,50,7
22,561,49,5
23,525,50,9
24,483,47,9
25,427,45,6
26,414,38,11
27,397,39,7
28,359,35,6
29,310,33,3
30,312,31,8
31,273,28,3
32,251,26,4
33,240,27,5
34,212,25,3
35,175,26,1
36,163,22,4
