,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2103.0,3,2
2,2292.0,7,6
3,2536.0,16,14
4,2901.0,23,15
5,3330.0,42,29
6,3618.0,51,22
7,3785.0,57,25
8,4080.0,65,32
9,4579.0,76,50
10,5086.0,88,61
11,5655.0,94,71
12,6212.0,102,79
13,6756.0,110,75
14,7347.0,119,84
15,7940.0,122,89
16,8592.0,126,90
17,9399.0,135,119
18,10282.0,144,130
19,10862.0,145,110
20,11585.0,145,122
21,12541.0,150,149
22,13635.0,148,159
23,14909.0,157,176
24,16109.0,165,170
25,17594.0,171,214
26,19044.0,176,213
27,20990.0,186,258
28,22876.0,189,272
29,24926.0,193,298
30,26760.0,198,282
31,29083.0,203,315
32,31855.0,205,354
33,34475.0,210,342
34,37527.0,214,390
35,40676.0,222,432
36,44121.0,225,451
