,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3655.0,3,2
2,3308.0,9,9
3,3069.0,23,18
4,2741.0,28,14
5,2527.0,39,25
6,2364.0,50,26
7,2207.0,60,27
8,2005.0,62,22
9,1899.0,66,32
10,1653.0,65,16
11,1401.0,66,14
12,1220.0,62,16
13,1061.0,59,14
14,874.0,56,6
15,735.0,47,9
16,631.0,44,9
17,558.0,39,10
18,490.0,39,9
19,431.0,34,8
20,367.0,33,5
21,295.0,32,2
22,241.0,30,2
23,224.0,31,6
24,180.0,28,2
25,162.0,21,5
26,166.0,19,6
27,139.0,18,2
28,109.0,18,1
29,85.0,15,1
30,82.0,16,3
31,67.0,17,1
32,46.0,14,0
33,29.0,11,0
34,18.0,8,0
35,10.0,5,0
36,5.0,3,0
