,num_infected,cities_infected,num_interactions
0,3000.0,1,0
1,3045.0,3,2
2,3189.0,12,11
3,3209.0,21,17
4,3219.0,29,18
5,3374.0,39,26
6,3436.0,44,21
7,3542.0,53,26
8,3668.0,61,36
9,3588.0,67,27
10,3721.0,74,41
11,3795.0,79,40
12,3875.0,81,38
13,3905.0,85,43
14,3937.0,89,40
15,3855.0,91,38
16,3877.0,102,46
17,3978.0,106,55
18,4042.0,109,50
19,4063.0,110,48
20,4158.0,111,54
21,4267.0,115,58
22,4399.0,118,66
23,4442.0,116,61
24,4496.0,117,64
25,4472.0,114,53
26,4529.0,118,63
27,4532.0,116,55
28,4529.0,118,58
29,4539.0,122,61
30,4592.0,124,65
31,4661.0,128,66
32,4700.0,129,66
33,4826.0,125,77
34,4900.0,124,69
35,4966.0,127,67
36,5069.0,133,78
