,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4893.0,3,2
2,5912.0,16,15
3,7527.0,36,29
4,8976.0,51,38
5,10792.0,69,56
6,13178.0,84,81
7,15938.0,96,91
8,19561.0,112,133
9,23382.0,121,143
10,28387.0,129,192
11,34227.0,140,208
12,41543.0,152,273
13,50290.0,175,321
14,60873.0,185,380
15,73987.0,197,451
16,90125.0,207,549
17,110619.0,216,661
18,133958.0,230,720
19,162742.0,244,847
20,198180.0,254,925
21,242129.0,271,1064
22,295781.0,285,1185
23,361095.0,294,1273
24,439952.0,307,1407
25,536869.0,315,1514
26,656215.0,322,1650
27,801009.0,333,1738
28,975510.0,345,1825
29,1191802.0,350,1918
30,1454568.0,357,2019
31,1774406.0,369,2096
32,2165425.0,382,2205
33,2652541.0,394,2261
34,3249176.0,404,2376
35,3971188.0,408,2448
36,4862148.0,416,2543
