,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1090,3,2
2,1117,3,2
3,1149,4,3
4,1282,9,8
5,1379,11,5
6,1461,17,11
7,1595,24,12
8,1685,32,13
9,1775,37,14
10,1881,46,19
11,2040,53,21
12,2199,59,23
13,2316,64,21
14,2447,67,26
15,2690,67,38
16,2875,68,29
17,3138,75,39
18,3375,81,39
19,3573,85,37
20,3927,92,63
21,4257,95,56
22,4684,102,66
23,5008,108,61
24,5381,108,65
25,5855,112,77
26,6389,118,89
27,6880,125,87
28,7400,129,96
29,7802,129,83
30,8473,137,116
31,9202,142,114
32,10038,150,136
33,10989,154,151
34,11952,159,159
35,13147,162,173
36,14401,162,186
