,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5157.0,3,2
2,5309.0,13,13
3,5482.0,24,20
4,5732.0,42,36
5,5911.0,56,33
6,5996.0,61,31
7,6147.0,72,42
8,6116.0,78,39
9,6290.0,84,60
10,6454.0,91,55
11,6846.0,98,81
12,6930.0,103,62
13,6966.0,109,62
14,7268.0,114,84
15,7347.0,124,80
16,7470.0,124,74
17,7641.0,131,83
18,7835.0,141,101
19,8018.0,146,100
20,8188.0,142,106
21,8165.0,143,98
22,8167.0,141,93
23,8204.0,147,98
24,8429.0,148,110
25,8603.0,153,109
26,8618.0,155,107
27,8808.0,156,126
28,8769.0,155,105
29,8938.0,155,125
30,9012.0,157,119
31,9278.0,160,130
32,9350.0,161,117
33,9394.0,165,110
34,9784.0,166,151
35,9842.0,166,126
36,9840.0,170,117
