,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5172.0,3,2
2,5380.0,19,18
3,5504.0,31,24
4,5692.0,45,34
5,5894.0,54,40
6,6202.0,63,44
7,6360.0,76,47
8,6650.0,88,70
9,6752.0,89,66
10,6800.0,94,68
11,7001.0,102,65
12,7296.0,107,82
13,7410.0,112,75
14,7541.0,118,86
15,7621.0,121,82
16,7668.0,117,86
17,7755.0,118,84
18,7940.0,124,101
19,8109.0,129,106
20,8278.0,127,103
21,8301.0,129,88
22,8483.0,134,99
23,8794.0,140,123
24,9074.0,141,125
25,9287.0,147,122
26,9286.0,148,108
27,9449.0,154,119
28,9696.0,156,142
29,9973.0,161,145
30,10128.0,161,126
31,10268.0,162,135
32,10620.0,163,144
33,11198.0,167,170
34,11339.0,171,142
35,11667.0,173,172
36,11777.0,179,144
