,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4878.0,3,2
2,5944.0,19,18
3,7315.0,36,36
4,8652.0,51,33
5,10336.0,66,44
6,12748.0,81,78
7,15573.0,96,107
8,18843.0,111,116
9,23049.0,123,151
10,27332.0,134,150
11,33137.0,147,221
12,40444.0,158,272
13,48737.0,165,326
14,58822.0,173,384
15,71636.0,186,450
16,87381.0,193,515
17,106212.0,209,647
18,129857.0,227,716
19,158084.0,234,802
20,193449.0,248,963
21,235494.0,262,1061
22,288044.0,278,1181
23,349944.0,290,1285
24,427567.0,303,1410
25,519954.0,312,1504
26,637819.0,321,1625
27,782128.0,333,1746
28,955130.0,344,1821
29,1164758.0,353,1896
30,1422292.0,367,1981
31,1736833.0,381,2115
32,2122807.0,390,2209
33,2596046.0,404,2293
34,3169946.0,410,2353
35,3879158.0,418,2432
36,4747054.0,427,2547
