,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2166.0,4,3
2,2467.0,10,9
3,2591.0,14,6
4,2880.0,27,21
5,3094.0,35,19
6,3423.0,44,23
7,3753.0,57,33
8,4167.0,63,43
9,4497.0,69,41
10,4897.0,79,49
11,5341.0,86,57
12,5778.0,93,62
13,6207.0,98,62
14,6645.0,104,71
15,7332.0,112,94
16,8041.0,117,100
17,8783.0,122,112
18,9436.0,129,104
19,10245.0,132,119
20,11105.0,142,133
21,12179.0,150,160
22,13372.0,151,174
23,14468.0,155,176
24,15628.0,163,176
25,17169.0,168,219
26,18678.0,171,216
27,20317.0,178,240
28,22149.0,184,252
29,23986.0,187,269
30,26379.0,192,320
31,28704.0,196,312
32,30804.0,200,325
33,33127.0,209,347
34,35655.0,218,379
35,38974.0,223,414
36,42233.0,221,437
