,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,5206.0,3,2
2,5560.0,15,14
3,5628.0,30,27
4,5803.0,44,32
5,5971.0,54,36
6,6030.0,63,36
7,6276.0,70,52
8,6406.0,77,46
9,6497.0,87,60
10,6596.0,90,56
11,6541.0,95,46
12,6646.0,95,61
13,6716.0,99,60
14,6791.0,104,68
15,6943.0,106,79
16,7134.0,110,86
17,7290.0,113,85
18,7372.0,118,85
19,7580.0,121,91
20,7838.0,132,106
21,8005.0,135,103
22,8180.0,139,115
23,8306.0,140,104
24,8507.0,141,110
25,8762.0,142,123
26,8887.0,144,113
27,9180.0,149,134
28,9522.0,149,140
29,9951.0,153,157
30,10170.0,161,145
31,10417.0,168,146
32,10673.0,171,145
33,11039.0,175,163
34,11080.0,171,138
35,11028.0,170,136
36,11228.0,169,145
