,num_infected,cities_infected,num_interactions
0,4000,1,0
1,4062,3,2
2,4092,9,9
3,4221,14,12
4,4429,26,23
5,4517,32,16
6,4693,50,39
7,4817,62,39
8,5035,71,45
9,5090,75,33
10,5245,86,49
11,5437,89,63
12,5588,96,62
13,5759,100,65
14,5931,105,66
15,5989,115,71
16,6131,119,78
17,6244,121,74
18,6158,126,59
19,6348,124,89
20,6527,127,81
21,6641,128,88
22,6945,132,107
23,7073,136,88
24,7089,135,84
25,7204,137,91
26,7313,138,98
27,7315,142,88
28,7496,144,103
29,7576,145,106
30,7593,147,96
31,7777,150,105
32,7810,154,98
33,8003,158,114
34,8126,158,116
35,8486,161,141
36,8722,159,132
