,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,3894.0,4,3
2,3680.0,10,8
3,3540.0,18,15
4,3500.0,28,19
5,3251.0,34,19
6,3239.0,43,29
7,3203.0,55,38
8,3061.0,64,33
9,2995.0,70,40
10,2871.0,72,28
11,2735.0,79,31
12,2639.0,87,33
13,2445.0,86,25
14,2230.0,83,26
15,2118.0,79,32
16,2035.0,78,32
17,2006.0,83,36
18,1964.0,88,35
19,1873.0,87,28
20,1737.0,83,24
21,1633.0,83,24
22,1476.0,79,16
23,1394.0,84,23
24,1271.0,80,18
25,1171.0,79,17
26,1052.0,74,13
27,984.0,69,15
28,870.0,66,9
29,793.0,61,12
30,688.0,55,7
31,666.0,53,16
32,626.0,50,9
33,621.0,54,15
34,592.0,54,13
35,603.0,56,17
36,560.0,53,9
