,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,6043.0,3,2
2,7402.0,16,16
3,8957.0,33,32
4,10724.0,53,45
5,13148.0,73,68
6,16134.0,91,85
7,19724.0,104,123
8,23541.0,119,139
9,28793.0,130,175
10,34989.0,138,224
11,43009.0,150,279
12,52158.0,162,332
13,64353.0,172,404
14,78221.0,186,443
15,95900.0,200,537
16,116808.0,212,640
17,142995.0,226,774
18,173921.0,238,821
19,211301.0,251,940
20,258682.0,261,1101
21,313924.0,273,1177
22,383862.0,284,1301
23,467716.0,303,1444
24,571222.0,316,1559
25,700830.0,325,1646
26,853365.0,336,1720
27,1044722.0,350,1835
28,1276394.0,361,1956
29,1558678.0,368,2033
30,1903195.0,378,2140
31,2322930.0,384,2215
32,2837430.0,392,2306
33,3463305.0,401,2409
34,4231776.0,412,2466
35,5163517.0,421,2540
36,6314870.0,426,2628
