,num_infected,cities_infected,num_interactions
0,1000,1,0
1,1064,3,2
2,1086,7,6
3,1142,12,7
4,1165,12,7
5,1187,20,11
6,1277,26,14
7,1299,32,13
8,1302,36,12
9,1276,40,10
10,1323,44,15
11,1353,49,23
12,1292,50,10
13,1323,53,19
14,1272,54,13
15,1250,57,17
16,1239,59,15
17,1291,65,22
18,1295,65,20
19,1288,66,19
20,1294,71,16
21,1291,73,17
22,1271,72,17
23,1273,75,19
24,1316,73,24
25,1258,73,14
26,1306,74,25
27,1334,75,23
28,1375,75,25
29,1351,78,18
30,1328,79,17
31,1350,76,22
32,1351,78,20
33,1297,76,14
34,1333,75,24
35,1301,78,16
36,1348,77,27
