,num_infected,cities_infected,num_interactions
0,2000,1,0
1,1972,3,2
2,2028,12,11
3,1964,20,12
4,1904,26,15
5,1858,33,18
6,1796,41,19
7,1684,47,17
8,1632,50,21
9,1565,48,16
10,1475,51,16
11,1348,54,14
12,1252,47,20
13,1131,47,13
14,1130,51,18
15,1098,52,19
16,1012,50,14
17,973,51,18
18,875,51,10
19,793,50,10
20,718,54,10
21,633,52,7
22,602,52,11
23,568,53,11
24,518,47,9
25,455,41,5
26,428,38,8
27,414,38,9
28,394,35,8
29,331,35,2
30,301,33,5
31,268,32,4
32,236,31,3
33,211,28,4
34,209,27,6
35,178,24,2
36,145,23,1
