,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,1953.0,3,2
2,1999.0,7,6
3,1885.0,11,6
4,1811.0,18,12
5,1740.0,27,17
6,1698.0,39,18
7,1622.0,43,15
8,1493.0,51,14
9,1423.0,53,17
10,1360.0,53,17
11,1273.0,51,15
12,1232.0,52,17
13,1161.0,52,19
14,1079.0,54,13
15,1006.0,50,14
16,974.0,49,17
17,926.0,50,17
18,869.0,49,15
19,845.0,47,14
20,802.0,50,13
21,799.0,46,20
22,731.0,45,9
23,656.0,47,7
24,640.0,51,14
25,575.0,49,8
26,551.0,49,12
27,506.0,48,9
28,465.0,49,8
29,461.0,49,12
30,405.0,49,5
31,372.0,43,7
32,377.0,45,10
33,341.0,42,6
34,284.0,41,2
35,286.0,36,8
36,275.0,34,7
