,num_infected,cities_infected,num_interactions
0,5000.0,1,0
1,4832.0,3,2
2,4627.0,17,17
3,4542.0,24,14
4,4343.0,34,27
5,4133.0,47,32
6,3908.0,56,25
7,3676.0,62,20
8,3502.0,63,28
9,3409.0,67,31
10,3327.0,71,37
11,3228.0,71,37
12,3108.0,78,34
13,3005.0,77,34
14,2893.0,78,34
15,2678.0,77,31
16,2603.0,76,39
17,2538.0,79,40
18,2386.0,78,36
19,2252.0,77,30
20,2170.0,82,36
21,2119.0,82,32
22,1969.0,85,25
23,1807.0,84,23
24,1725.0,84,27
25,1635.0,77,27
26,1539.0,75,20
27,1436.0,77,23
28,1345.0,76,22
29,1266.0,72,20
30,1233.0,73,25
31,1161.0,76,21
32,1020.0,71,10
33,909.0,65,11
34,864.0,64,14
35,840.0,62,18
36,816.0,61,18
