,num_infected,cities_infected,num_interactions
0,5000,1,0
1,5420,3,2
2,5973,14,13
3,6607,27,25
4,7142,43,36
5,7877,54,38
6,8646,65,47
7,9268,73,53
8,10201,93,84
9,11070,106,96
10,11979,111,92
11,13053,118,114
12,14151,127,126
13,15392,136,137
14,16868,140,154
15,18353,152,182
16,20018,157,198
17,21741,161,228
18,23365,174,222
19,25300,184,268
20,27744,192,264
21,30224,205,326
22,33020,211,320
23,36178,210,374
24,38934,211,363
25,41795,214,367
26,45223,222,421
27,49700,229,493
28,54273,225,503
29,59223,225,545
30,64467,234,577
31,70367,241,619
32,77146,243,674
33,84176,252,683
34,91655,254,722
35,99913,261,781
36,109369,270,831
