,num_infected,cities_infected,num_interactions
0,2000,1,0
1,1917,3,2
2,1874,7,6
3,1738,10,5
4,1724,15,11
5,1698,22,10
6,1591,27,11
7,1533,35,19
8,1479,39,19
9,1352,45,13
10,1313,53,19
11,1194,55,13
12,1141,58,16
13,1102,63,19
14,1089,64,21
15,1046,59,18
16,970,57,13
17,869,57,11
18,805,57,11
19,721,54,9
20,659,51,10
21,586,54,7
22,512,47,4
23,464,46,7
24,416,40,6
25,383,35,7
26,356,32,6
27,300,29,2
28,269,28,4
29,222,25,1
30,190,24,2
31,148,20,0
32,136,17,3
33,122,16,2
34,94,12,0
35,75,10,0
36,70,10,2
