,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4039.0,4,3
2,3794.0,9,8
3,3758.0,20,16
4,3675.0,28,22
5,3650.0,40,28
6,3446.0,46,22
7,3206.0,49,21
8,3090.0,59,30
9,3023.0,67,45
10,2884.0,72,35
11,2717.0,75,30
12,2628.0,83,37
13,2478.0,84,31
14,2384.0,85,33
15,2308.0,86,30
16,2294.0,84,38
17,2087.0,80,20
18,1945.0,78,23
19,1857.0,75,28
20,1848.0,75,33
21,1730.0,71,24
22,1610.0,73,24
23,1498.0,71,19
24,1377.0,72,18
25,1318.0,74,25
26,1271.0,74,25
27,1238.0,75,23
28,1110.0,75,13
29,1089.0,75,25
30,1036.0,76,19
31,1038.0,75,25
32,978.0,72,18
33,949.0,72,19
34,918.0,72,21
35,878.0,72,19
36,801.0,68,14
