,num_infected,cities_infected,num_interactions
0,2000.0,1,0
1,2119.0,3,2
2,2249.0,7,6
3,2484.0,12,10
4,2656.0,17,9
5,2791.0,22,14
6,3028.0,28,15
7,3312.0,42,32
8,3534.0,46,22
9,3864.0,60,32
10,4249.0,71,47
11,4619.0,80,51
12,5026.0,86,52
13,5424.0,95,60
14,5668.0,96,53
15,6190.0,106,79
16,6670.0,109,78
17,7255.0,117,98
18,7902.0,118,105
19,8571.0,121,103
20,9289.0,128,107
21,10256.0,132,137
22,10930.0,143,112
23,11924.0,153,145
24,12741.0,157,142
25,13681.0,162,163
26,14703.0,163,171
27,15740.0,171,174
28,17204.0,174,193
29,18615.0,184,216
30,20271.0,189,242
31,21834.0,194,247
32,23772.0,200,274
33,25688.0,206,298
34,27687.0,208,295
35,29954.0,212,314
36,32627.0,220,386
