,num_infected,cities_infected,num_interactions
0,4000.0,1,0
1,4819.0,3,2
2,5894.0,16,15
3,7151.0,31,27
4,9037.0,46,36
5,10874.0,67,47
6,13143.0,80,62
7,15811.0,93,77
8,19266.0,108,127
9,23111.0,122,129
10,27701.0,132,172
11,33570.0,143,197
12,40411.0,156,269
13,49297.0,170,332
14,59178.0,185,356
15,72683.0,195,457
16,88845.0,210,541
17,109062.0,227,638
18,132330.0,235,706
19,160583.0,253,833
20,196151.0,265,949
21,237844.0,275,1025
22,290910.0,287,1199
23,354869.0,292,1291
24,432700.0,299,1413
25,528520.0,308,1509
26,643827.0,314,1617
27,787323.0,324,1755
28,963343.0,338,1867
29,1176890.0,346,1905
30,1436916.0,350,1991
31,1754341.0,357,2105
32,2143394.0,365,2199
33,2620165.0,376,2298
34,3204896.0,390,2354
35,3909636.0,398,2431
36,4772555.0,406,2509
