,num_infected,cities_infected,num_interactions
0,1000.0,1,0
1,1307.0,3,2
2,1504.0,10,9
3,1821.0,18,13
4,2174.0,22,10
5,2556.0,30,16
6,3168.0,40,24
7,3647.0,44,18
8,4415.0,57,34
9,5447.0,71,47
10,6789.0,80,64
11,8111.0,85,68
12,9689.0,94,77
13,11603.0,102,105
14,14035.0,120,126
15,16880.0,126,149
16,20350.0,137,186
17,24587.0,145,207
18,29729.0,153,252
19,36075.0,165,324
20,43804.0,181,353
21,53200.0,191,427
22,64777.0,206,510
23,79194.0,222,603
24,96451.0,231,661
25,117502.0,245,786
26,143291.0,257,861
27,175224.0,264,978
28,214535.0,277,1103
29,261538.0,286,1181
30,317948.0,294,1286
31,387168.0,306,1384
32,473838.0,314,1510
33,578227.0,319,1623
34,705168.0,331,1696
35,859843.0,340,1785
36,1052946.0,352,1894
